P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s1079,3,R,a,,,,,,,X1,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2548.2222222222226
s1080,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1081,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1082,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1083,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1084,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2524.84303992304
s1085,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1086,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1087,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1088,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1089,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1090,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1091,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1092,3,R,a,,,,,,,L3,L3,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2528.0055555555555
s1093,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s1094,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1095,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1096,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1097,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1098,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s1099,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1100,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1101,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1102,2,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.3723328523324
s1103,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1104,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1105,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1106,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s1107,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1108,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1109,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1110,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1111,2,R,a,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,simulated,simulated,2517.6903968253973
s1112,3,C,a,,,,L3,L3,L3,L3,X1,X1,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2483.5000000000005
s1113,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1114,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1115,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1116,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s1117,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1118,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1119,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1120,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1121,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1122,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s1123,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s1124,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s1125,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1126,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1127,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1128,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1129,2,L,a,L,L,L,L,L,L,L,X,L,,,,,,,L,L,R,R,simulated,simulated,2535.8302871202873
s1130,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1131,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1132,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1133,3,C,a,,,,L3,L3,L3,L3,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2488.655555555556
s1134,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1135,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1136,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1137,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1138,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1139,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s1140,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1141,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1142,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s1143,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1144,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1145,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1146,3,L,b,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2485.5888888888894
s1147,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1148,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1149,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1150,3,L,a,L2,L2,L2,L2,L2,L2,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2555.338888888889
s1151,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1152,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1153,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1154,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1155,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1156,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1157,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1158,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1159,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1160,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1161,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1162,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s1163,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s1164,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1165,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1166,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1167,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2545.1222222222223
s1168,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1169,2,R,a,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1170,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1171,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1172,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1173,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1174,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1175,2,L,a,L,L,L,L,L,L,L,X,L,,,,,,,L,L,R,R,simulated,simulated,2535.8302871202873
s1176,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1177,2,R,a,,,,,,,X,X,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2529.0378495578498
s1178,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1179,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1180,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2545.1222222222223
s1181,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1182,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1183,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1184,3,R,a,,,,,,,X1,X1,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2540.8
s1185,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1186,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1187,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s1188,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1189,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s1190,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1191,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1192,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1193,2,R,a,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2534.517259037259
s1194,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1195,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1196,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1197,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1198,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1199,3,C,a,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1200,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1201,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1202,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1203,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2543.3444444444444
s1204,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1205,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1206,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1207,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1208,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1209,3,C,a,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.9055555555556
s1210,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1211,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1212,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1213,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1214,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1215,2,C,a,,,,L,L,L,L,X,X,R,R,R,,,,L,L,R,R,simulated,simulated,2473.5320562770567
s1216,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1217,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1218,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,simulated,simulated,2534.517259037259
s1219,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1220,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1221,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1222,2,R,a,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.466556961557
s1223,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1224,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1225,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1226,2,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.3723328523324
s1227,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1228,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1229,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1230,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s1231,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s1232,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1233,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1234,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1235,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2521.222972582973
s1236,3,R,a,,,,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2530.1444444444446
s1237,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1238,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1239,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s1240,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1241,3,C,a,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.9055555555556
s1242,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1243,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1244,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s1245,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1246,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s1247,2,C,a,,,,L,L,L,L,L,X,R,R,R,,,,L,L,R,R,simulated,simulated,2474.6068133718136
s1248,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1249,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1250,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1251,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1252,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1253,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1254,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1255,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1256,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1257,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1258,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1259,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1260,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1261,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1262,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s1263,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1264,3,R,a,,,,,,,L3,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2542.7888888888892
s1265,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1266,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1267,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s1268,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,simulated,simulated,2534.517259037259
s1269,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1270,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1271,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1272,3,C,a,,,,L3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2494.85
s1273,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1274,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1275,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1276,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1277,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s1278,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1279,3,R,a,,,,,,,X1,X1,X1,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2534.7888888888892
s1280,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1281,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1282,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1283,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1284,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s1285,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1286,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1287,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1288,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1289,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1290,3,C,a,,,,L3,L3,L3,L3,L3,L3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.905555555556
s1291,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
