P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s1082,3,R,b,,,,,,,R3,R3,R2,R3,R3,R3,R3,R2,R3,L1,L3,R1,R1,simulated,simulated,2545.631111111111
s1083,2,C,f,,,,L,L,L,L,L,L,L,L,R,,,,L,L,R,R,simulated,simulated,2477.2607294557297
s1084,2,R,a,,,,,,,L,X,R,R,R,R,R,R,R,L,L,X,R,simulated,simulated,2475.5589157139157
s1085,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1086,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L3,L1,R1,R1,simulated,simulated,2491.9833333333336
s1087,3,R,m,,,,,,,R3,R3,L1,R3,R2,R2,R2,R2,R2,L1,L2,R1,R1,simulated,simulated,2513.238888888889
s1088,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,X,L,R,R,simulated,simulated,2447.374047619048
s1089,3,L,m,L2,L3,L2,L1,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R3,simulated,simulated,2542.5511111111114
s1090,3,R,f,,,,,,,L3,X1,X1,X1,X1,R2,R2,R2,R2,R1,L1,R1,R1,simulated,simulated,2387.062222222222
s1091,2,L,b,R,L,L,R,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2408.845574795575
s1092,3,R,a,,,,,,,R3,R3,R3,R3,L1,R3,R3,R3,R2,L1,R1,R1,R1,simulated,simulated,2385.275555555556
s1093,3,L,b,L2,L3,L3,R2,X1,L3,L3,X1,X1,,,,,,,L1,L1,R1,R3,simulated,simulated,2463.266666666667
s1094,2,C,m,,,,L,R,R,R,R,R,R,R,R,,,,L,L,L,R,simulated,simulated,2383.1277753727754
s1095,2,R,f,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.466556961557
s1096,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,L3,R2,simulated,simulated,2419.0722222222225
s1097,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1098,3,L,a,L3,L3,L3,L1,L3,L3,L3,X1,R3,,,,,,,L2,L1,X1,R3,simulated,simulated,2468.9600000000005
s1099,2,R,m,,,,,,,R,R,R,R,L,R,R,R,R,L,L,R,R,simulated,simulated,2497.8436106486106
s1100,2,L,b,L,L,R,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2467.1115608465616
s1101,3,L,m,L2,L3,L3,X1,L3,L3,L3,L3,L3,,,,,,,L1,X1,R3,R3,simulated,simulated,2474.0644444444442
s1102,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s1103,3,R,f,,,,,,,L2,L3,R3,R3,R3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2522.8722222222223
s1104,2,R,m,,,,,,,R,R,R,R,R,R,R,R,X,R,L,R,R,simulated,simulated,2413.471093813594
s1105,3,C,f,,,,L1,L3,L2,L3,L3,L3,L3,L3,R3,,,,L1,L1,R1,R1,simulated,simulated,2474.117777777778
s1106,3,L,a,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L2,L1,R1,R1,simulated,simulated,2554.322222222222
s1107,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s1108,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L2,L2,L1,R1,simulated,simulated,2456.322222222222
s1109,2,L,f,X,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2509.5450112850112
s1110,3,C,b,,,,R3,R3,R3,R3,R2,R3,R2,R3,R2,,,,L1,L2,L3,R1,simulated,simulated,2381.908888888889
s1111,2,R,a,,,,,,,L,R,R,R,R,R,R,R,L,L,L,R,R,simulated,simulated,2460.6408254708253
s1112,3,C,a,,,,L3,L3,R3,R3,R3,R3,R2,R3,R3,,,,R1,L1,R2,R1,simulated,simulated,2363.0422222222223
s1113,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1114,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,simulated,simulated,2506.9316022866024
s1115,3,L,f,L3,L3,L2,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R3,R1,simulated,simulated,2544.141111111111
s1116,3,R,f,,,,,,,L3,L2,R3,R3,R3,R3,R2,R2,R2,L1,R3,R1,R1,simulated,simulated,2424.338888888889
s1117,2,L,b,L,L,X,X,R,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2472.9593386243387
s1118,2,C,a,,,,L,X,X,X,X,L,X,R,R,,,,L,L,R,R,simulated,simulated,2458.018994708995
s1119,3,L,m,L2,L2,L3,L3,X1,L3,L3,L3,L3,,,,,,,X1,L1,R1,R1,simulated,simulated,2481.2477777777776
s1120,2,C,m,,,,L,L,X,R,X,X,L,X,L,,,,L,L,R,R,simulated,simulated,2403.1624699374697
s1121,2,R,f,,,,,,,R,R,X,R,R,R,R,R,L,L,X,R,R,simulated,simulated,2412.6565414215415
s1122,3,R,a,,,,,,,R3,R3,R3,R3,L3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2507.575555555555
s1123,3,L,b,L2,L2,L2,X1,L1,L2,L2,L3,L2,,,,,,,L1,L1,R2,R2,simulated,simulated,2499.0404761904765
s1124,3,L,a,L2,L3,L3,X1,L3,L3,L3,X1,R3,,,,,,,X1,L1,R1,L1,simulated,simulated,2337.6388888888887
s1125,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1126,3,C,f,,,,L3,L1,L3,L3,L3,L3,L3,L3,L2,,,,L1,L1,R1,R1,simulated,simulated,2462.54
s1127,2,C,b,,,,L,R,R,X,R,R,R,R,X,,,,R,L,R,R,simulated,simulated,2343.056769526769
s1128,3,C,m,,,,L3,L3,L2,L2,L3,L3,L3,L3,R3,,,,L1,L1,R2,R1,simulated,simulated,2474.056666666667
s1129,2,L,a,L,L,L,R,L,L,L,L,L,,,,,,,R,L,R,R,simulated,simulated,2401.1733348133353
s1130,2,C,f,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1131,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R1,L2,L1,R1,R1,simulated,simulated,2555.117777777778
s1132,3,L,f,L1,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L2,L1,R2,R1,simulated,simulated,2547.555555555556
s1133,3,C,a,,,,L3,L3,L1,L3,L3,L3,L3,X1,X1,,,,L1,X1,R2,R3,simulated,simulated,2411.4477777777774
s1134,2,L,m,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2521.222972582973
s1135,2,R,b,,,,,,,R,R,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2514.6453416953423
s1136,2,C,a,,,,L,L,X,X,X,X,X,L,R,,,,L,L,R,R,simulated,simulated,2453.459047619048
s1137,2,L,b,X,L,L,L,L,R,R,R,R,,,,,,,L,L,R,L,simulated,simulated,2354.873821548822
s1138,3,L,m,R1,L3,L3,L3,L1,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2462.137777777778
s1139,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,R3,R3,L1,L3,R1,R1,simulated,simulated,2514.927777777778
s1140,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L3,L1,R1,R1,simulated,simulated,2561.6333333333337
s1141,2,L,f,L,L,L,L,L,R,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2505.802807007807
s1142,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,R,R,R,simulated,simulated,2464.3564380934968
s1143,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L2,R2,L1,simulated,simulated,2389.4777777777776
s1144,3,R,a,,,,,,,L2,L1,R1,R2,R3,R2,R2,R2,R2,L1,L1,R3,R1,simulated,simulated,2493.39
s1145,2,C,m,,,,L,L,L,L,R,R,R,R,R,,,,L,L,L,L,simulated,simulated,2311.500396825397
s1146,3,L,b,L2,X1,X1,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R1,simulated,simulated,2490.5
s1147,2,R,f,,,,,,,L,X,X,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2510.5848653198655
s1148,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1149,3,C,f,,,,L3,L3,L3,L2,L3,R1,X1,L1,R3,,,,L3,L1,R1,R1,simulated,simulated,2420.4066666666668
s1150,3,L,a,L2,L2,L2,L2,L2,L2,L2,R3,R3,,,,,,,L1,X1,R1,R1,simulated,simulated,2479.1722222222224
s1151,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,R,L,L,simulated,simulated,2306.8822817922814
s1152,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,R,L,R,R,simulated,simulated,2436.3709246309245
s1153,3,C,m,,,,X1,X1,X1,R2,X1,X1,X1,X1,R2,,,,L1,L1,R1,R1,simulated,simulated,2467.9577777777777
s1154,3,R,b,,,,,,,R3,L3,R3,R1,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2515.5955555555556
s1155,2,C,f,,,,R,L,X,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2449.2802693602694
s1156,2,L,m,L,L,L,L,L,X,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2525.549870499871
s1157,3,C,a,,,,L2,L2,L2,L2,L3,L3,R3,R2,R3,,,,L1,L1,R2,R1,simulated,simulated,2474.423333333333
s1158,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,L,simulated,simulated,2415.5350595700593
s1159,3,L,f,L1,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L3,R2,R1,R1,simulated,simulated,2442.092275132275
s1160,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,R,R,R,simulated,simulated,2385.9062241462248
s1161,3,L,m,L2,L2,L2,L2,L3,X1,X1,X1,X1,,,,,,,L1,L3,R1,R1,simulated,simulated,2520.9222222222224
s1162,2,L,b,L,L,L,L,L,L,X,L,X,,,,,,,L,L,L,R,simulated,simulated,2428.861294076294
s1163,3,R,f,,,,,,,L2,X1,R2,X1,R2,L1,R2,R2,R2,L1,L1,R2,L2,simulated,simulated,2354.186587301587
s1164,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1165,2,R,m,,,,,,,R,R,R,R,R,R,X,R,L,L,L,R,R,simulated,simulated,2438.7656602656602
s1166,3,C,f,,,,L2,L3,X1,X1,L2,X1,X1,X1,X1,,,,L1,L2,R2,R1,simulated,simulated,2466.391111111111
s1167,3,L,a,L1,L2,L2,L3,R3,L2,L2,L2,L3,,,,,,,L1,L1,R1,L1,simulated,simulated,2364.4431746031746
s1168,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L3,R1,R1,simulated,simulated,2496.2722222222224
s1169,2,R,a,,,,,,,L,X,X,L,X,R,R,X,R,L,L,R,R,simulated,simulated,2460.372169312169
s1170,3,R,m,,,,,,,X1,X1,R2,X1,R3,R2,R2,R2,R2,R3,L1,R1,R3,simulated,simulated,2403.2611111111114
s1171,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1172,3,R,b,,,,,,,R3,X1,R3,R3,R3,R3,L2,R2,R2,L1,R1,R1,R1,simulated,simulated,2359.528888888889
s1173,2,C,f,,,,L,L,L,L,L,X,R,R,X,,,,L,L,R,R,simulated,simulated,2462.160490620491
s1174,3,C,m,,,,L1,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2484.8844444444444
s1175,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,R,L,R,R,simulated,simulated,2458.051205461205
s1176,2,L,f,L,L,L,L,L,L,R,L,L,,,,,,,L,R,R,R,simulated,simulated,2420.9617602767603
s1177,2,R,a,,,,,,,X,X,X,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2494.197445887446
s1178,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L3,R1,R3,simulated,simulated,2537.0
s1179,3,C,b,,,,L2,L3,L3,R3,R3,L2,R2,R1,R1,,,,L1,L1,R1,L3,simulated,simulated,2351.597777777778
s1180,3,L,a,R3,R3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2428.8777777777777
s1181,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1182,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s1183,2,R,m,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1184,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,L1,R2,L1,L1,R1,R1,simulated,simulated,2484.606666666667
s1185,2,R,f,,,,,,,L,X,X,X,X,R,L,R,R,L,L,R,R,simulated,simulated,2454.889656084656
s1186,2,C,m,,,,L,X,X,X,R,R,R,R,R,,,,L,L,R,X,simulated,simulated,2420.3986724386723
s1187,3,L,b,L2,L2,L2,R3,L2,L3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2475.7555555555564
s1188,3,R,f,,,,,,,X1,X1,R3,R3,R3,L2,R3,R2,R2,L2,L2,R1,R1,simulated,simulated,2477.0066666666667
s1189,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1190,2,C,a,,,,L,X,L,L,L,X,X,R,R,,,,L,L,R,R,simulated,simulated,2455.891758056758
s1191,3,L,m,R2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R3,simulated,simulated,2478.0666666666666
s1192,3,C,b,,,,L3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,R3,R1,R1,simulated,simulated,2409.155555555556
s1193,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1194,2,L,f,L,L,L,L,L,L,X,L,L,,,,,,,L,L,R,R,simulated,simulated,2530.325738520739
s1195,3,R,m,,,,,,,R2,R2,R2,R2,R2,X1,L3,R2,R2,L1,L2,R1,R1,simulated,simulated,2456.817724867725
s1196,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1197,2,R,b,,,,,,,R,R,L,R,R,R,R,R,R,X,L,L,R,simulated,simulated,2384.0689824989827
s1198,3,L,f,L3,L2,L3,R3,L3,L3,L3,R2,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2470.508888888889
s1199,3,C,a,,,,L3,R2,L3,L1,X1,X1,X1,R3,R3,,,,L2,L1,R3,R1,simulated,simulated,2421.3944444444446
s1200,3,C,f,,,,L2,L3,L2,R2,R3,R3,R3,R2,R3,,,,L1,L1,R1,R1,simulated,simulated,2474.788888888889
s1201,2,C,b,,,,L,L,L,L,R,L,R,R,R,,,,L,L,R,R,simulated,simulated,2467.259980759981
s1202,2,R,m,,,,,,,R,R,R,R,R,R,L,R,R,X,L,R,R,simulated,simulated,2446.8660434010435
s1203,3,L,a,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,L1,simulated,simulated,2433.34
s1204,3,C,m,,,,L3,L1,R2,L3,R3,R3,R3,R2,R3,,,,L3,L1,R1,R1,simulated,simulated,2453.1499999999996
s1205,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,R,R,R,simulated,simulated,2456.1633235283234
s1206,3,R,b,,,,,,,R2,R3,R2,R2,R2,R2,R2,R2,X1,L2,L1,R1,R1,simulated,simulated,2507.5419047619052
s1207,2,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s1208,2,L,m,L,L,L,L,R,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2490.007874162874
s1209,3,C,a,,,,L2,L2,L2,R3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2480.0509523809524
s1210,3,L,f,L3,L3,L3,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R2,simulated,simulated,2550.7292063492064
s1211,2,R,b,,,,,,,R,R,R,L,R,X,R,R,R,L,L,R,R,simulated,simulated,2474.914341769342
s1212,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L3,L1,R1,R2,simulated,simulated,2545.244444444445
s1213,2,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2510.0529365079365
s1214,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,R3,X1,R3,L1,L3,R3,R1,simulated,simulated,2502.894444444445
s1215,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,L,R,simulated,simulated,2383.1277753727754
s1216,3,C,m,,,,L1,R3,R3,R3,R2,R3,R2,R2,R2,,,,L1,L3,R1,R1,simulated,simulated,2470.6066666666666
s1217,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R1,L1,L1,R1,R1,simulated,simulated,2556.8844444444444
s1218,2,L,a,L,L,L,R,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.683094128094
s1219,2,C,f,,,,L,L,L,L,L,L,L,R,R,,,,L,X,R,R,simulated,simulated,2430.1215915565917
s1220,3,R,m,,,,,,,R3,R3,R3,R2,R1,R1,R1,R2,R2,L3,L1,R1,R1,simulated,simulated,2524.3515873015876
s1221,2,L,f,L,R,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2478.5277494727497
s1222,2,R,a,,,,,,,X,X,R,R,R,R,R,R,R,L,L,X,R,simulated,simulated,2483.0059792059797
s1223,3,C,b,,,,L2,L2,L2,R2,R2,L1,R2,R2,R2,,,,X1,L1,R3,R1,simulated,simulated,2402.0280952380954
s1224,2,L,b,L,L,L,X,L,L,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2497.0279846079848
s1225,3,L,m,L2,R2,L2,L3,L3,L3,L3,L3,L3,,,,,,,R1,L1,R1,R1,simulated,simulated,2385.645555555556
s1226,2,C,a,,,,L,L,X,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2473.0490885040886
s1227,3,R,f,,,,,,,L1,R1,R2,R2,R3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2516.1432539682546
s1228,2,C,m,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,simulated,simulated,2477.1562578162584
s1229,2,R,f,,,,,,,L,R,R,L,R,X,R,R,L,L,L,X,R,simulated,simulated,2365.7832323232324
s1230,3,L,b,L2,L2,L2,L2,L2,L2,L2,R3,R2,,,,,,,L1,L1,R1,R1,simulated,simulated,2525.166666666667
s1231,3,R,a,,,,,,,R3,R3,R3,R3,R1,X1,R3,R2,R2,L3,L1,R1,R1,simulated,simulated,2509.54
s1232,2,C,f,,,,L,L,L,X,L,X,X,X,X,,,,L,L,X,R,simulated,simulated,2433.205945165945
s1233,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R3,R1,L1,R1,R1,simulated,simulated,2432.717777777778
s1234,3,C,m,,,,L3,L3,L3,L3,L3,L3,L3,L3,R1,,,,L1,R3,X1,R1,simulated,simulated,2361.6111111111113
s1235,2,L,a,L,L,L,L,L,L,X,L,L,,,,,,,L,L,R,R,simulated,simulated,2530.325738520739
s1236,3,R,a,,,,,,,R3,R3,R3,R3,R2,X1,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2522.838888888889
s1237,2,C,m,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2481.7759451659454
s1238,2,R,f,,,,,,,X,X,X,X,X,L,R,R,R,L,L,R,R,simulated,simulated,2476.3322222222223
s1239,3,L,b,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,,,,L3,L3,R2,R3,simulated,simulated,2509.3722222222223
s1240,2,L,m,L,L,L,X,L,L,L,L,L,,,,,,,L,L,L,R,simulated,simulated,2426.3864035964034
s1241,3,C,a,,,,L3,L3,L3,L3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2487.515396825397
s1242,3,L,f,L3,L2,L3,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R3,R2,simulated,simulated,2539.6272222222224
s1243,2,R,b,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,X,simulated,simulated,2459.5270707070704
s1244,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1245,3,L,m,L2,R2,L3,R2,L1,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2420.8844444444453
s1246,3,R,f,,,,,,,L3,L3,L3,R3,L2,X1,R3,R3,R3,L1,L1,R2,L1,simulated,simulated,2347.4455555555555
s1247,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1248,3,C,b,,,,L3,L3,R3,L2,R3,R3,R3,R3,R3,,,,L2,L1,R1,R1,simulated,simulated,2472.0666666666666
s1249,2,R,a,,,,,,,X,R,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2527.567259037259
s1250,3,R,m,,,,,,,R3,R3,R3,R1,R2,R1,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2530.8544444444447
s1251,2,L,f,L,L,L,L,L,X,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2525.549870499871
s1252,3,L,a,L3,R2,L3,L3,X1,X1,X1,X1,X1,,,,,,,L3,L1,R2,R1,simulated,simulated,2450.461111111111
s1253,3,C,f,,,,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,X1,simulated,simulated,2454.6388888888887
s1254,2,R,m,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.466556961557
s1255,2,C,b,,,,X,X,X,X,L,R,R,R,X,,,,L,L,R,R,simulated,simulated,2439.134656084656
s1256,2,R,a,,,,,,,X,R,R,R,R,R,X,R,R,L,L,R,R,simulated,simulated,2507.494418914419
s1257,2,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s1258,3,R,m,,,,,,,R3,R1,R3,R3,R2,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2533.44
s1259,3,C,b,,,,R3,R3,R3,R3,R3,R2,R3,R2,R3,,,,R1,L2,R1,R1,simulated,simulated,2363.3322222222223
s1260,2,C,f,,,,L,R,L,L,R,X,R,R,R,,,,X,L,R,R,simulated,simulated,2398.5548532948533
s1261,3,C,m,,,,L2,X1,X1,X1,X1,L2,X1,X1,R2,,,,L3,L1,R1,R1,simulated,simulated,2459.708888888889
s1262,2,L,a,L,L,L,X,R,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2479.2155555555555
s1263,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R2,R3,R2,L1,L1,R1,R1,simulated,simulated,2554.9700000000003
s1264,3,R,a,,,,,,,L2,R3,L2,R3,R2,R3,R3,R2,R2,L1,L2,R1,L2,simulated,simulated,2404.788888888889
s1265,2,C,m,,,,R,L,X,X,X,X,X,X,R,,,,X,L,R,R,simulated,simulated,2391.9752116402115
s1266,2,R,f,,,,,,,L,X,R,X,R,R,R,R,R,L,L,L,R,simulated,simulated,2413.0198460798465
s1267,3,L,b,L3,L3,L3,L3,L3,L2,L3,R2,R2,,,,,,,L1,L2,R3,L1,simulated,simulated,2385.3333333333335
s1268,2,L,a,L,X,L,R,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2461.6782275132277
s1269,2,C,f,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2499.0529365079365
s1270,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L2,L1,R1,R1,simulated,simulated,2557.2222222222226
s1271,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,,,,L1,L1,L1,R2,simulated,simulated,2389.2955555555554
s1272,3,C,a,,,,L3,X1,X1,X1,X1,R1,R1,R3,R1,,,,L3,L3,R3,R3,simulated,simulated,2455.956666666667
s1273,2,R,b,,,,,,,R,R,R,R,R,R,X,L,R,L,L,R,R,simulated,simulated,2444.323621748622
s1274,2,L,m,L,L,L,L,L,L,L,R,L,,,,,,,L,L,X,R,simulated,simulated,2485.8342553742555
s1275,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,R1,R2,R2,simulated,simulated,2455.5
s1276,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1277,3,L,b,L2,L3,R2,L3,L1,L3,X1,X1,X1,,,,,,,R1,L2,R2,R3,simulated,simulated,2350.966666666667
s1278,2,R,f,,,,,,,L,X,X,X,X,X,R,R,L,L,L,L,R,simulated,simulated,2347.4714021164023
s1279,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R1,R2,R1,L1,L3,R1,R1,simulated,simulated,2545.366666666667
s1280,3,R,m,,,,,,,R2,R2,R3,R2,R2,R1,L1,R2,R2,L1,L3,R1,R1,simulated,simulated,2461.7318253968256
s1281,2,L,f,L,L,L,L,L,R,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2505.802807007807
s1282,2,R,a,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1283,3,C,b,,,,L3,X1,L1,X1,X1,X1,R1,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2462.235555555556
s1284,3,L,a,L3,L3,L2,X1,L2,X1,L3,L2,R2,,,,,,,L1,L3,R1,R1,simulated,simulated,2472.151111111111
s1285,2,C,b,,,,L,L,L,L,L,L,R,R,R,,,,R,L,R,R,simulated,simulated,2383.4649783549785
s1286,3,C,f,,,,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2484.4355555555558
s1287,2,R,m,,,,,,,R,L,R,R,R,R,R,X,R,L,L,R,R,simulated,simulated,2486.4802419802418
s1288,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,R,L,R,R,simulated,simulated,2458.2364380934973
s1289,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L3,R1,L3,simulated,simulated,2432.111111111111
s1290,3,C,a,,,,L2,L2,R3,R3,R3,R3,R3,R3,R3,,,,L2,L1,R1,R1,simulated,simulated,2488.1433333333334
s1291,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1292,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,L,R,simulated,simulated,2390.6234345284347
s1293,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R1,simulated,simulated,2561.3444444444444
s1294,3,R,f,,,,,,,X1,X1,X1,X1,X1,R3,R2,R3,R2,L3,L1,R1,R1,simulated,simulated,2522.0555555555557
s1295,2,L,b,L,L,L,L,X,X,X,R,R,,,,,,,L,L,R,R,simulated,simulated,2492.605565175565
